name,B,category,seq,account_name,amount,type,level,Ledger_Account_Number,element_name,English_Label
　　　Reversal of allowance for investment loss,0.0,Non-operating income,,Reversal of allowance for investment loss,,1,3,10D200600,ReversalOfAllowanceForInvestmentLossNOI,Reversal of allowance for investment loss
　　　Amortization of net retirement benefit obligation at transition,0.0,Non-operating income,,Amortization of net retirement benefit obligation at transition,,1,3,10D200610,AmortizationOfNetRetirementBenefitObligationAtTransitionNOI,Amortization of net retirement benefit obligation at transition
　　　Reversal of provision for retirement benefits for directors (and other officers),0.0,Non-operating income,,Reversal of provision for retirement benefits for directors (and other officers),,1,3,10D200620,ReversalOfProvisionForDirectorsRetirementBenefitsNOI,Reversal of provision for retirement benefits for directors (and other officers)
　　　Reversal of allowance for doubtful accounts,0.0,Non-operating income,,Reversal of allowance for doubtful accounts,,1,3,10D200630,ReversalOfAllowanceForDoubtfulAccountsNOI,Reversal of allowance for doubtful accounts
　　　Gain on bad debts recovered,0.0,Non-operating income,,Gain on bad debts recovered,,1,3,10D200640,GainOnBadDebtsRecoveredNOI,Gain on bad debts recovered
　　　Gain on sales of goods,0.0,Non-operating income,,Gain on sales of goods,,1,3,10D200650,GainOnSalesOfGoodsNOI,Gain on sales of goods
　　　Gain on sales of scraps,0.0,Non-operating income,,Gain on sales of scraps,,1,3,10D200660,GainOnSalesOfScraps1NOI,Gain on sales of scraps
　　　Gain on sales of scraps,0.0,Non-operating income,,Gain on sales of scraps,,1,3,10D200670,GainOnSalesOfScraps2NOI,Gain on sales of scraps
　　　Gain on adjustment of account payable,0.0,Non-operating income,,Gain on adjustment of account payable,,1,3,10D200680,GainOnAdjustmentOfAccountPayableNOI,Gain on adjustment of account payable
　　　Interest on refund of income taxes,0.0,Non-operating income,,Interest on refund of income taxes,,1,3,10D200690,InterestOnRefundOfIncomeTaxesAndOtherNOI,Interest on refund of income taxes
　　　Interest on tax refund,0.0,Non-operating income,,Interest on tax refund,,1,3,10D200700,InterestOnRefundNOI,Interest on tax refund
　　　Subsidies for employment adjustment,0.0,Non-operating income,,Subsidies for employment adjustment,,1,3,10D200710,SubsidiesForEmploymentAdjustmentNOI,Subsidies for employment adjustment
　　　Miscellaneous income,0.0,Non-operating income,,Miscellaneous income,,1,3,10D200720,MiscellaneousIncomeNOI,Miscellaneous income
　　　Other,0.0,Non-operating income,,Other,,1,3,10D200730,OtherNOI,Other
　　　Non-operating income,0.0,Non-operating income,,Non-operating income,,1,3,10D200740,NonOperatingIncome,Non-operating income
　　Non-operating expenses,,Non-operating expenses,,Non-operating expenses,,T,2,10E300010,NonOperatingExpensesAbstract,Non-operating expenses
　　　Interest expenses,0.0,Non-operating expenses,,Interest expenses,,1,3,10E300020,InterestExpensesNOE,Interest expenses
　　　Interest on bonds,0.0,Non-operating expenses,,Interest on bonds,,1,3,10E300030,InterestOnBondsNOE,Interest on bonds
　　　Sales discounts,0.0,Non-operating expenses,,Sales discounts,,1,3,10E300040,SalesDiscountsNOE,Sales discounts
　　　Loss on sales of securities,0.0,Non-operating expenses,,Loss on sales of securities,,1,3,10E300050,LossOnSalesOfSecuritiesNOE,Loss on sales of securities
　　　Loss on valuation of securities,0.0,Non-operating expenses,,Loss on valuation of securities,,1,3,10E300060,LossOnValuationOfSecuritiesNOE,Loss on valuation of securities
　　　Loss on redemption of securities,0.0,Non-operating expenses,,Loss on redemption of securities,,1,3,10E300070,LossOnRedemptionOfSecuritiesNOE,Loss on redemption of securities
　　　Loss on investments in securities,0.0,Non-operating expenses,,Loss on investments in securities,,1,3,10E300080,LossOnInvestmentOfSecuritiesNOE,Loss on investments in securities
　　　Loss on sales of investment securities,0.0,Non-operating expenses,,Loss on sales of investment securities,,1,3,10E300090,LossOnSalesOfInvestmentSecuritiesNOE,Loss on sales of investment securities
　　　Loss on valuation of investment securities,0.0,Non-operating expenses,,Loss on valuation of investment securities,,1,3,10E300100,LossOnValuationOfInvestmentSecuritiesNOE,Loss on valuation of investment securities
　　　Share of loss of entities accounted for using equity method,0.0,Non-operating expenses,,Share of loss of entities accounted for using equity method,,1,3,10E300110,EquityInLossesOfAffiliatesNOE,Share of loss of entities accounted for using equity method
　　　Loss on investments in capital,0.0,Non-operating expenses,,Loss on investments in capital,,1,3,10E300120,LossOnInvestmentsInCapitalNOE,Loss on investments in capital
　　　Loss on investments in investment partnerships,0.0,Non-operating expenses,,Loss on investments in investment partnerships,,1,3,10E300130,LossOnInvestmentsInPartnershipNOE,Loss on investments in investment partnerships
　　　Loss on investments in silent partnerships,0.0,Non-operating expenses,,Loss on investments in silent partnerships,,1,3,10E300140,LossOnInvestmentsInSilentPartnershipNOE,Loss on investments in silent partnerships
　　　Loss on valuation of investments in capital,0.0,Non-operating expenses,,Loss on valuation of investments in capital,,1,3,10E300150,LossOnValuationOfInvestmentsInCapitalNOE,Loss on valuation of investments in capital
　　　Loss on investments in money held in trust,0.0,Non-operating expenses,,Loss on investments in money held in trust,,1,3,10E300160,LossOnInvestmentsInMoneyHeldInTrustNOE,Loss on investments in money held in trust
　　　Loss on valuation of derivatives,0.0,Non-operating expenses,,Loss on valuation of derivatives,,1,3,10E300170,LossOnValuationOfDerivativesNOE,Loss on valuation of derivatives
　　　Loss on valuation of golf club membership,0.0,Non-operating expenses,,Loss on valuation of golf club membership,,1,3,10E300180,LossOnValuationOfGolfClubMembershipNOE,Loss on valuation of golf club membership
　　　Loss on valuation of membership,0.0,Non-operating expenses,,Loss on valuation of membership,,1,3,10E300190,LossOnValuationOfMembershipNOE,Loss on valuation of membership
　　　Loss on sales of membership,0.0,Non-operating expenses,,Loss on sales of membership,,1,3,10E300200,LossOnSaleOfMembershipNOE,Loss on sales of membership
　　　Loss on cancellation of insurance policies,0.0,Non-operating expenses,,Loss on cancellation of insurance policies,,1,3,10E300210,LossOnInsuranceCancellationNOE,Loss on cancellation of insurance policies
　　　Amortization of bond issuance cost,0.0,Non-operating expenses,,Amortization of bond issuance cost,,1,3,10E300220,AmortizationOfBondIssuanceCostNOE,Amortization of bond issuance cost
　　　Share issuance cost,0.0,Non-operating expenses,,Share issuance cost,,1,3,10E300230,StockIssuanceCostNOE,Share issuance cost
　　　Amortization of share issuance cost,0.0,Non-operating expenses,,Amortization of share issuance cost,,1,3,10E300240,AmortizationOfStockIssuanceCostNOE,Amortization of share issuance cost
　　　Share issuance cost,0.0,Non-operating expenses,,Share issuance cost,,1,3,10E300250,StockIssuanceCostPriorNOE,Share issuance cost
　　　Amortization of share issuance cost,0.0,Non-operating expenses,,Amortization of share issuance cost,,1,3,10E300260,AmortizationOfStockIssuanceCostPriorNOE,Amortization of share issuance cost
　　　Loss on redemption of bonds,0.0,Non-operating expenses,,Loss on redemption of bonds,,1,3,10E300270,LossOnBondRetirementNOE,Loss on redemption of bonds
　　　Bond issuance cost,0.0,Non-operating expenses,,Bond issuance cost,,1,3,10E300280,BondIssuanceCostNOE,Bond issuance cost
　　　Commission for purchase of treasury shares,0.0,Non-operating expenses,,Commission for purchase of treasury shares,,1,3,10E300290,CommissionForPurchaseOfTreasuryStockNOE,Commission for purchase of treasury shares
　　　Going public expenses,0.0,Non-operating expenses,,Going public expenses,,1,3,10E300300,GoingPublicExpensesNOE,Going public expenses
　　　Financing expenses,0.0,Non-operating expenses,,Financing expenses,,1,3,10E300310,FinancingExpensesNOE,Financing expenses
　　　Interest on short-term bonds,0.0,Non-operating expenses,,Interest on short-term bonds,,1,3,10E300320,InterestOnShortTermBondsNOE,Interest on short-term bonds
　　　Interest on commercial papers,0.0,Non-operating expenses,,Interest on commercial papers,,1,3,10E300330,InterestOnCommercialPapersNOE,Interest on commercial papers
　　　Foreign exchange losses,0.0,Non-operating expenses,,Foreign exchange losses,,1,3,10E300340,ForeignExchangeLossesNOE,Foreign exchange losses
　　　Loss on valuation of interest rate swaps,0.0,Non-operating expenses,,Loss on valuation of interest rate swaps,,1,3,10E300350,LossOnValuationOfInterestSwapNOE,Loss on valuation of interest rate swaps
　　　Loss on valuation of compound financial instruments,0.0,Non-operating expenses,,Loss on valuation of compound financial instruments,,1,3,10E300360,LossOnValuationOfCompoundFinancialInstrumentsNOE,Loss on valuation of compound financial instruments
　　　Loss on sales of notes receivable - trade,0.0,Non-operating expenses,,Loss on sales of notes receivable - trade,,1,3,10E300370,LossOnSalesOfNotesPayableNOE,Loss on sales of notes receivable - trade
　　　Loss on sales of electronically recorded monetary claims,0.0,Non-operating expenses,,Loss on sales of electronically recorded monetary claims,,1,3,10E300380,LossOnSalesOfElectronicallyRecordedMonetaryClaimsNOE,Loss on sales of electronically recorded monetary claims
　　　Depreciation of assets for rent,0.0,Non-operating expenses,,Depreciation of assets for rent,,1,3,10E300390,DepreciationOfAssetsForRentNOE,Depreciation of assets for rent
　　　Depreciation of inactive non-current assets,0.0,Non-operating expenses,,Depreciation of inactive non-current assets,,1,3,10E300400,DepreciationOfInactiveNoncurrentAssetsNOE,Depreciation of inactive non-current assets
　　　Depreciation,0.0,Non-operating expenses,,Depreciation,,1,3,10E300410,DepreciationNOE,Depreciation
　　　Rental cost,0.0,Non-operating expenses,,Rental cost,,1,3,10E300420,CostOfLeaseRevenueNOE,Rental cost
　　　Rental expenses,0.0,Non-operating expenses,,Rental expenses,,1,3,10E300430,RentExpensesNOE,Rental expenses
　　　Rental expenses on real estate,0.0,Non-operating expenses,,Rental expenses on real estate,,1,3,10E300440,RentExpensesOnRealEstatesNOE,Rental expenses on real estate
　　　Rental cost on real estate,0.0,Non-operating expenses,,Rental cost on real estate,,1,3,10E300450,RentCostOfRealEstateNOE,Rental cost on real estate
　　　Rental expenses on non-current assets,0.0,Non-operating expenses,,Rental expenses on non-current assets,,1,3,10E300460,RentExpensesOnNoncurrentAssetsNOE,Rental expenses on non-current assets
　　　Rental expenses on facilities,0.0,Non-operating expenses,,Rental expenses on facilities,,1,3,10E300470,RentExpensesOnFacilitiesNOE,Rental expenses on facilities
　　　Loss on cancellation of leases,0.0,Non-operating expenses,,Loss on cancellation of leases,,1,3,10E300480,LossOnCancelOfLeaseContractsNOE,Loss on cancellation of leases
　　　Loss on sales of non-current assets,0.0,Non-operating expenses,,Loss on sales of non-current assets,,1,3,10E300490,LossOnSalesOfNoncurrentAssetsNOE,Loss on sales of non-current assets
　　　Loss on retirement of non-current assets,0.0,Non-operating expenses,,Loss on retirement of non-current assets,,1,3,10E300500,LossOnRetirementOfNoncurrentAssetsNOE,Loss on retirement of non-current assets
　　　Loss on sales and retirement of non-current assets,0.0,Non-operating expenses,,Loss on sales and retirement of non-current assets,,1,3,10E300510,LossOnSalesAndRetirementOfNoncurrentAssetsNOE,Loss on sales and retirement of non-current assets
　　　Loss on abandonment of non-current assets,0.0,Non-operating expenses,,Loss on abandonment of non-current assets,,1,3,10E300520,LossOnAbandonmentOfNoncurrentAssetsNOE,Loss on abandonment of non-current assets
　　　Loss on disposal of non-current assets,0.0,Non-operating expenses,,Loss on disposal of non-current assets,,1,3,10E300530,LossOnDisposalOfNoncurrentAssetsNOE,Loss on disposal of non-current assets
　　　Loss on tax purpose reduction entry of non-current assets,0.0,Non-operating expenses,,Loss on tax purpose reduction entry of non-current assets,,1,3,10E300540,LossOnReductionOfNoncurrentAssetsNOE,Loss on tax purpose reduction entry of non-current assets
　　　Loss on valuation of non-current assets,0.0,Non-operating expenses,,Loss on valuation of non-current assets,,1,3,10E300550,LossOnValuationOfNoncurrentAssetsNOE,Loss on valuation of non-current assets
　　　Loss on valuation of inventories,0.0,Non-operating expenses,,Loss on valuation of inventories,,1,3,10E300560,LossOnValuationOfInventoriesNOE,Loss on valuation of inventories
　　　Loss on abandonment of inventories,0.0,Non-operating expenses,,Loss on abandonment of inventories,,1,3,10E300570,LossOnAbandonmentOfInventoriesNOE,Loss on abandonment of inventories
　　　Loss on retirement of inventories,0.0,Non-operating expenses,,Loss on retirement of inventories,,1,3,10E300580,LossOnRetirementOfInventoriesNOE,Loss on retirement of inventories
　　　Loss on disposal of inventories,0.0,Non-operating expenses,,Loss on disposal of inventories,,1,3,10E300590,LossOnDisposalOfInventoriesNOE,Loss on disposal of inventories
　　　Loss on valuation of goods,0.0,Non-operating expenses,,Loss on valuation of goods,,1,3,10E300600,LossOnValuationOfGoodsNOE,Loss on valuation of goods
　　　Loss on abandonment of goods,0.0,Non-operating expenses,,Loss on abandonment of goods,,1,3,10E300610,LossOnAbandonmentOfGoodsNOE,Loss on abandonment of goods
　　　Loss on valuation of raw materials,0.0,Non-operating expenses,,Loss on valuation of raw materials,,1,3,10E300620,LossOnValuationOfRawMaterialsNOE,Loss on valuation of raw materials
　　　Provision of allowance for doubtful accounts,0.0,Non-operating expenses,,Provision of allowance for doubtful accounts,,1,3,10E300630,ProvisionOfAllowanceForDoubtfulAccountsNOE,Provision of allowance for doubtful accounts
　　　Bad debts expenses,0.0,Non-operating expenses,,Bad debts expenses,,1,3,10E300640,BadDebtsExpensesNOE,Bad debts expenses
　　　Retirement benefit expenses,0.0,Non-operating expenses,,Retirement benefit expenses,,1,3,10E300650,RetirementBenefitExpensesNOE,Retirement benefit expenses
　　　Retirement benefit expenses for prior periods,0.0,Non-operating expenses,,Retirement benefit expenses for prior periods,,1,3,10E300660,RetirementBenefitExpensesForPriorPeriodsNOE,Retirement benefit expenses for prior periods
　　　Amortization of shortage reserve for retirement benefits,0.0,Non-operating expenses,,Amortization of shortage reserve for retirement benefits,,1,3,10E300670,AmortizationOfShortageReserveForRetirementBenefitsNOE,Amortization of shortage reserve for retirement benefits
　　　Amortization of net retirement benefit obligation at transition,0.0,Non-operating expenses,,Amortization of net retirement benefit obligation at transition,,1,3,10E300680,AmortizationOfNetRetirementBenefitObligationAtTransitionNOE,Amortization of net retirement benefit obligation at transition
　　　Extra retirement payments,0.0,Non-operating expenses,,Extra retirement payments,,1,3,10E300690,ExtraRetirementPaymentsNOE,Extra retirement payments
　　　Amortization of organization expenses,0.0,Non-operating expenses,,Amortization of organization expenses,,1,3,10E300700,AmortizationOfDeferredOrganizationExpensesNOE,Amortization of organization expenses
　　　Amortization of business commencement expenses,0.0,Non-operating expenses,,Amortization of business commencement expenses,,1,3,10E300710,AmortizationOfBusinessCommencementExpensesNOE,Amortization of business commencement expenses
　　　Amortization of long-term prepaid expenses,0.0,Non-operating expenses,,Amortization of long-term prepaid expenses,,1,3,10E300720,AmortizationOfLongTermPrepaidExpensesNOE,Amortization of long-term prepaid expenses
　　　Amortization of development expenses,0.0,Non-operating expenses,,Amortization of development expenses,,1,3,10E300730,AmortizationOfDevelopmentExpensesNOE,Amortization of development expenses
　　　Commission expenses,0.0,Non-operating expenses,,Commission expenses,,1,3,10E300740,CommissionFeeNOE,Commission expenses
　　　Guarantee commission,0.0,Non-operating expenses,,Guarantee commission,,1,3,10E300750,GuaranteeCommissionNOE,Guarantee commission
　　　Compensation expenses,0.0,Non-operating expenses,,Compensation expenses,,1,3,10E300760,CompensationExpensesNOE,Compensation expenses
　　　Taxes and dues,0.0,Non-operating expenses,,Taxes and dues,,1,3,10E300770,TaxesAndDuesNOE,Taxes and dues
　　　Donations,0.0,Non-operating expenses,,Donations,,1,3,10E300780,ContributionNOE,Donations
　　　Loss on sales of trade receivables,0.0,Non-operating expenses,,Loss on sales of trade receivables,,1,3,10E300790,LossOnSalesOfAccountsReceivableNOE,Loss on sales of trade receivables
　　　Loss on transfer of receivables,0.0,Non-operating expenses,,Loss on transfer of receivables,,1,3,10E300800,LossOnTransferOfReceivablesNOE,Loss on transfer of receivables
　　　Commitment fee,0.0,Non-operating expenses,,Commitment fee,,1,3,10E300810,CommitmentFeeNOE,Commitment fee
　　　Commission for syndicated loans,0.0,Non-operating expenses,,Commission for syndicated loans,,1,3,10E300820,CommissionForSyndicateLoanNOE,Commission for syndicated loans
　　　Office relocation expenses,0.0,Non-operating expenses,,Office relocation expenses,,1,3,10E300830,OfficeTransferExpensesNOE,Office relocation expenses
　　　Settlement package,0.0,Non-operating expenses,,Settlement package,,1,3,10E300840,SettlementPackageNOE,Settlement package
　　　Litigation settlement,0.0,Non-operating expenses,,Litigation settlement,,1,3,10E300850,LitigationSettlementNOE,Litigation settlement
　　　Litigation expenses,0.0,Non-operating expenses,,Litigation expenses,,1,3,10E300860,LitigationExpensesNOE,Litigation expenses
　　　Listing expenses,0.0,Non-operating expenses,,Listing expenses,,1,3,10E300870,ListingExpense,Listing expenses
　　　Miscellaneous expenses,0.0,Non-operating expenses,,Miscellaneous expenses,,1,3,10E300880,MiscellaneousExpensesNOE,Miscellaneous expenses
　　　Miscellaneous loss,0.0,Non-operating expenses,,Miscellaneous loss,,1,3,10E300890,MiscellaneousLossNOE,Miscellaneous loss
　　　Other,0.0,Non-operating expenses,,Other,,1,3,10E300900,NonOperatingExpensesAbstract,Other
　　　Non-operating expenses,0.0,Non-operating expenses,,Non-operating expenses,,1,3,10E300910,NonOperatingExpenses,Non-operating expenses
　　Ordinary profit (loss),0.0,Profit and loss,,Ordinary profit (loss),,1,2,10F000130,OrdinaryIncome,Ordinary profit (loss)
　　Extraordinary income,,Extraordinary income,,Extraordinary income,,T,2,10D300010,ExtraordinaryIncomeAbstract,Extraordinary income
　　　Reversal of provision incurred from business combination,0.0,Extraordinary income,,Reversal of provision incurred from business combination,,1,3,10D300020,ReversalOfProvisionIncurredFromBusinessCombinationEI,Reversal of provision incurred from business combination
　　　Gain on exchange from business combination,0.0,Extraordinary income,,Gain on exchange from business combination,,1,3,10D300030,GainOnExchangeFromBusinessCombinationEI,Gain on exchange from business combination
　　　Gain on transfer from business divestitures,0.0,Extraordinary income,,Gain on transfer from business divestitures,,1,3,10D300040,GainOnTransferFromBusinessDivestituresEI,Gain on transfer from business divestitures
　　　Gain on step acquisitions,0.0,Extraordinary income,,Gain on step acquisitions,,1,3,10D300050,GainOnStepAcquisitionsEI,Gain on step acquisitions
　　　Gain on change in equity,0.0,Extraordinary income,,Gain on change in equity,,1,3,10D300060,GainOnChangeInEquityEI,Gain on change in equity
　　　Gain on extinguishment of tie-in shares,0.0,Extraordinary income,,Gain on extinguishment of tie-in shares,,1,3,10D300070,GainOnExtinguishmentOfTieInSharesEI,Gain on extinguishment of tie-in shares
　　　Gain on sales of non-current assets,0.0,Extraordinary income,,Gain on sales of non-current assets,,1,3,10D300080,GainOnSalesOfNoncurrentAssetsEI,Gain on sales of non-current assets
　　　Gain on disposal of non-current assets,0.0,Extraordinary income,,Gain on disposal of non-current assets,,1,3,10D300090,GainOnDisposalOfNoncurrentAssetsEI,Gain on disposal of non-current assets
　　　Gain on donation of non-current assets,0.0,Extraordinary income,,Gain on donation of non-current assets,,1,3,10D300100,GainOnDonationOfNoncurrentAssetsEI,Gain on donation of non-current assets
"　　　Gain on sales of property, plant and equipment",0.0,Extraordinary income,,"Gain on sales of property, plant and equipment",,1,3,10D300110,GainOnSalesOfPropertyPlantAndEquipmentEI,"Gain on sales of property, plant and equipment"
　　　Gain on sales of land,0.0,Extraordinary income,,Gain on sales of land,,1,3,10D300120,GainOnSalesOfLandEI,Gain on sales of land
　　　Gain on sales of investment securities,0.0,Extraordinary income,,Gain on sales of investment securities,,1,3,10D300130,GainOnSalesOfInvestmentSecuritiesEI,Gain on sales of investment securities
　　　Gain on redemption of investment securities,0.0,Extraordinary income,,Gain on redemption of investment securities,,1,3,10D300140,GainOnRedemptionOfInvestmentSecuritiesEI,Gain on redemption of investment securities
　　　Gain on sales of securities,0.0,Extraordinary income,,Gain on sales of securities,,1,3,10D300150,GainOnSalesOfSecuritiesEI,Gain on sales of securities
　　　Gain on reversal of loss on valuation of investment securities,0.0,Extraordinary income,,Gain on reversal of loss on valuation of investment securities,,1,3,10D300160,GainOnReversalOfLossOnValuationOfInvestmentSecuritiesEI,Gain on reversal of loss on valuation of investment securities
　　　Gain on investments in silent partnerships,0.0,Extraordinary income,,Gain on investments in silent partnerships,,1,3,10D300170,GainOnInvestmentsInSilentPartnershipEI,Gain on investments in silent partnerships
　　　Gain on sales of golf memberships,0.0,Extraordinary income,,Gain on sales of golf memberships,,1,3,10D300180,GainOnSalesOfGolfMembershipsEI,Gain on sales of golf memberships
　　　Gain on sales of memberships,0.0,Extraordinary income,,Gain on sales of memberships,,1,3,10D300190,GainOnSalesOfMembershipsEI,Gain on sales of memberships
　　　Gain on bargain purchase,0.0,Extraordinary income,,Gain on bargain purchase,,1,3,10D300200,GainOnNegativeGoodwillEI,Gain on bargain purchase
　　　Gain on liquidation of subsidiaries and associates,0.0,Extraordinary income,,Gain on liquidation of subsidiaries and associates,,1,3,10D300210,GainOnLiquidationOfSubsidiariesAndAffiliatesEI,Gain on liquidation of subsidiaries and associates
　　　Gain on liquidation of subsidiaries,0.0,Extraordinary income,,Gain on liquidation of subsidiaries,,1,3,10D300220,GainOnLiquidationOfSubsidiariesEI,Gain on liquidation of subsidiaries
　　　Gain on sales of shares of subsidiaries and associates,0.0,Extraordinary income,,Gain on sales of shares of subsidiaries and associates,,1,3,10D300230,GainOnSalesOfSubsidiariesAndAffiliatesStocksEI,Gain on sales of shares of subsidiaries and associates
　　　Gain on sales of shares of subsidiaries,0.0,Extraordinary income,,Gain on sales of shares of subsidiaries,,1,3,10D300240,GainOnSalesOfSubsidiariesStocksEI,Gain on sales of shares of subsidiaries
　　　Gain on sale of businesses,0.0,Extraordinary income,,Gain on sale of businesses,,1,3,10D300250,GainOnTransferOfBusinessEI,Gain on sale of businesses
　　　Reversal of allowance for doubtful accounts,0.0,Extraordinary income,,Reversal of allowance for doubtful accounts,,1,3,10D300260,ReversalOfAllowanceForDoubtfulAccountsEI,Reversal of allowance for doubtful accounts
　　　Reversal of provision for bonuses,0.0,Extraordinary income,,Reversal of provision for bonuses,,1,3,10D300270,ReversalOfProvisionForBonusesEI,Reversal of provision for bonuses
　　　Reversal of provision for bonuses for directors (and other officers),0.0,Extraordinary income,,Reversal of provision for bonuses for directors (and other officers),,1,3,10D300280,ReversalOfProvisionForDirectorsBonusesEI,Reversal of provision for bonuses for directors (and other officers)
　　　Reversal of provision for retirement benefits,0.0,Extraordinary income,,Reversal of provision for retirement benefits,,1,3,10D300290,ReversalOfProvisionForRetirementBenefitsEI,Reversal of provision for retirement benefits
　　　Reversal of provision for retirement benefits for directors (and other officers),0.0,Extraordinary income,,Reversal of provision for retirement benefits for directors (and other officers),,1,3,10D300300,ReversalOfProvisionForDirectorsRetirementBenefitsEI,Reversal of provision for retirement benefits for directors (and other officers)
　　　Reversal of allowance for investment loss,0.0,Extraordinary income,,Reversal of allowance for investment loss,,1,3,10D300310,ReversalOfAllowanceForInvestmentLossEI,Reversal of allowance for investment loss
　　　Reversal of provision for product warranties,0.0,Extraordinary income,,Reversal of provision for product warranties,,1,3,10D300320,ReversalOfProvisionForProductWarrantiesEI,Reversal of provision for product warranties
　　　Reversal of provision for special repairs,0.0,Extraordinary income,,Reversal of provision for special repairs,,1,3,10D300330,ReversalOfProvisionForSpecialRepairsEI,Reversal of provision for special repairs
　　　Reversal of provision for warranties for completed construction,0.0,Extraordinary income,,Reversal of provision for warranties for completed construction,,1,3,10D300340,ReversalOfProvisionForWarrantiesForCompletedConstructionEI,Reversal of provision for warranties for completed construction
　　　Reversal of provision for loss on guarantees,0.0,Extraordinary income,,Reversal of provision for loss on guarantees,,1,3,10D300350,ReversalOfProvisionForLossOnGuaranteesEI,Reversal of provision for loss on guarantees
　　　Reversal of provision for loss on liquidation of subsidiaries and associates,0.0,Extraordinary income,,Reversal of provision for loss on liquidation of subsidiaries and associates,,1,3,10D300360,ReversalOfProvisionForLossOnLiquidationOfSubsidiariesAndAffiliatesEI,Reversal of provision for loss on liquidation of subsidiaries and associates
　　　Reversal of provision for loss on business liquidation,0.0,Extraordinary income,,Reversal of provision for loss on business liquidation,,1,3,10D300370,ReversalOfProvisionForLossOnBusinessLiquidationEI,Reversal of provision for loss on business liquidation
　　　Reversal of provision for loss on business of subsidiaries and associates,0.0,Extraordinary income,,Reversal of provision for loss on business of subsidiaries and associates,,1,3,10D300380,ReversalOfProvisionForLossOnBusinessOfSubsidiariesAndAffiliatesEI,Reversal of provision for loss on business of subsidiaries and associates
　　　Reversal of provision for business restructuring,0.0,Extraordinary income,,Reversal of provision for business restructuring,,1,3,10D300390,ReversalOfProvisionForBusinessStructureImprovementEI,Reversal of provision for business restructuring
　　　Reversal of provision for loss on store closings,0.0,Extraordinary income,,Reversal of provision for loss on store closings,,1,3,10D300400,ReversalOfProvisionForLossOnStoreClosingEI,Reversal of provision for loss on store closings
　　　Reversal of provision for loss on litigation,0.0,Extraordinary income,,Reversal of provision for loss on litigation,,1,3,10D300410,ReversalOfProvisionForLossOnLitigationEI,Reversal of provision for loss on litigation
　　　Reversal of provision for point card certificates,0.0,Extraordinary income,,Reversal of provision for point card certificates,,1,3,10D300420,ReversalOfProvisionForPointCardCertificatesEI,Reversal of provision for point card certificates
　　　Gain on reversal of provision for loss on disaster,0.0,Extraordinary income,,Gain on reversal of provision for loss on disaster,,1,3,10D300430,ReversalOfReservesUnderTheSpecialLawsEI,Gain on reversal of provision for loss on disaster
　　　Gain on contribution of securities to retirement benefit trust,0.0,Extraordinary income,,Gain on contribution of securities to retirement benefit trust,,1,3,10D300440,GainOnContributionOfSecuritiesToRetirementBenefitTrustEI,Gain on contribution of securities to retirement benefit trust
　　　Gain on transfer of benefit obligation relating to employees' pension fund,0.0,Extraordinary income,,Gain on transfer of benefit obligation relating to employees' pension fund,,1,3,10D300450,GainOnTransferOfBenefitObligationRelatingToEmployeesPensionFundEI,Gain on transfer of benefit obligation relating to employees' pension fund
　　　Amortization of net retirement benefit obligation at transition,0.0,Extraordinary income,,Amortization of net retirement benefit obligation at transition,,1,3,10D300460,AmortizationOfNetRetirementBenefitObligationAtTransitionEI,Amortization of net retirement benefit obligation at transition
　　　Gain on revision of retirement benefit plan,0.0,Extraordinary income,,Gain on revision of retirement benefit plan,,1,3,10D300470,GainOnRevisionOfRetirementBenefitPlanEI,Gain on revision of retirement benefit plan
　　　Gain on termination of retirement benefit plan,0.0,Extraordinary income,,Gain on termination of retirement benefit plan,,1,3,10D300480,GainOnAbolishmentOfRetirementBenefitPlanEI,Gain on termination of retirement benefit plan
　　　Foreign exchange gains,0.0,Extraordinary income,,Foreign exchange gains,,1,3,10D300490,ForeignExchangeGainsEI,Foreign exchange gains
　　　Reversal of reserves under special laws,0.0,Extraordinary income,,Reversal of reserves under special laws,,1,3,10D300500,ReversalOfReservesUnderTheSpecialLawsEI,Reversal of reserves under special laws
　　　Contribution for construction,0.0,Extraordinary income,,Contribution for construction,,1,3,10D300510,ContributionForConstructionEI,Contribution for construction
　　　National subsidies,0.0,Extraordinary income,,National subsidies,,1,3,10D300520,StateSubsidyEI,National subsidies
　　　Subsidy income,0.0,Extraordinary income,,Subsidy income,,1,3,10D300530,SubsidyEI,Subsidy income
　　　Gain on reversal of share acquisition rights,0.0,Extraordinary income,,Gain on reversal of share acquisition rights,,1,3,10D300540,GainOnReversalOfSubscriptionRightsToSharesEI,Gain on reversal of share acquisition rights
　　　Gain on reversal of asset retirement obligations,0.0,Extraordinary income,,Gain on reversal of asset retirement obligations,,1,3,10D300550,GainOnBadDebtsRecoveredEI,Gain on reversal of asset retirement obligations
　　　Surrender value of insurance policies,0.0,Extraordinary income,,Surrender value of insurance policies,,1,3,10D300560,SurrenderValueOfInsuranceEI,Surrender value of insurance policies
　　　Insurance claim income,0.0,Extraordinary income,,Insurance claim income,,1,3,10D300570,InsuranceIncomeEI,Insurance claim income
　　　Gain on insurance claims,0.0,Extraordinary income,,Gain on insurance claims,,1,3,10D300580,GainOnInsuranceAdjustmentEI,Gain on insurance claims
　　　Compensation income,0.0,Extraordinary income,,Compensation income,,1,3,10D300590,CompensationIncomeEI,Compensation income
